filename,width,height,class,xmin,ymin,xmax,ymax
1 (169).jpg,740,493,stoplight,195,173,330,408
1 (169).jpg,740,493,stop,340,199,426,274
1 (169).jpg,740,493,stop,579,190,632,232
1 (170).jpg,2560,1708,stoplight,315,519,1155,1398
1 (170).jpg,2560,1708,stop,673,548,958,782
1 (171).jpg,2000,1333,stoplight,837,392,1204,1170
1 (171).jpg,2000,1333,stop,857,402,1161,666
1 (173).jpg,1300,933,stoplight,218,117,532,507
1 (174).jpg,866,1390,stoplight,395,75,859,675
1 (174).jpg,866,1390,go,527,354,725,528
1 (175).jpg,1300,956,stoplight,634,14,1127,668
1 (176).jpg,1300,880,stoplight,189,393,448,619
1 (176).jpg,1300,880,stop,249,409,345,477
1 (18).jpg,640,380,stoplight,251,2,449,326
1 (18).jpg,640,380,go,257,130,453,291
1 (181).jpg,500,375,stoplight,141,38,186,115
1 (181).jpg,500,375,stoplight,265,38,307,108
1 (181).jpg,500,375,stoplight,428,16,475,91
1 (181).jpg,500,375,go,270,80,300,98
1 (181).jpg,500,375,go,430,63,474,88
1 (182).jpg,1707,1113,stoplight,615,47,1351,1106
1 (182).jpg,1707,1113,wait,621,347,1118,666
1 (183).jpg,960,720,stoplight,42,84,126,196
1 (183).jpg,960,720,stoplight,257,252,292,312
1 (183).jpg,960,720,stoplight,230,250,256,309
1 (183).jpg,960,720,stoplight,635,242,683,306
1 (183).jpg,960,720,stoplight,755,211,790,275
1 (183).jpg,960,720,stoplight,927,281,960,352
1 (183).jpg,960,720,go,50,156,95,186
1 (183).jpg,960,720,go,664,269,695,291
1 (184).jpg,640,445,stoplight,136,74,212,179
1 (184).jpg,640,445,stoplight,453,70,535,168
1 (184).jpg,640,445,stop,149,93,203,131
1 (184).jpg,640,445,go,471,122,520,154
1 (185).jpg,367,550,stoplight,55,242,138,405
1 (185).jpg,367,550,stop,58,257,120,306
1 (185).jpg,367,550,stop,48,455,102,532
1 (186).jpg,1001,1600,stoplight,318,129,674,909
1 (186).jpg,1001,1600,stoplight,696,341,964,907
1 (186).jpg,1001,1600,go,308,616,635,877
1 (188).jpg,800,600,stoplight,190,13,637,556
1 (189).jpg,800,600,stoplight,194,18,631,587
1 (19).jpg,612,408,stoplight,366,120,539,312
1 (19).jpg,612,408,stop,356,137,435,201
1 (192).jpg,866,1390,stoplight,123,713,595,1188
1 (192).jpg,866,1390,go,169,990,359,1116
1 (193).jpg,800,533,stoplight,262,95,555,487
1 (195).jpg,885,1390,stoplight,131,79,258,288
1 (195).jpg,885,1390,stoplight,11,81,122,311
1 (195).jpg,885,1390,stoplight,665,305,756,562
1 (195).jpg,885,1390,stop,24,107,97,162
1 (196).jpg,450,299,stoplight,299,127,369,251
1 (196).jpg,450,299,stoplight,369,129,430,250
1 (196).jpg,450,299,stop,298,137,356,172
1 (196).jpg,450,299,go,373,200,430,243
1 (197).jpg,500,375,stoplight,226,13,416,279
1 (197).jpg,500,375,stoplight,86,83,242,302
1 (197).jpg,500,375,stop,246,15,391,126
1 (197).jpg,500,375,go,250,111,402,230
1 (198).jpg,2000,1333,stoplight,582,166,870,510
1 (198).jpg,2000,1333,go,586,388,702,484
1 (199).jpg,2000,1333,stoplight,945,514,1192,1037
1 (199).jpg,2000,1333,stoplight,708,547,947,1059
1 (199).jpg,2000,1333,stop,949,525,1170,700
1 (199).jpg,2000,1333,wait,937,670,1174,831
1 (199).jpg,2000,1333,go,933,800,1170,1004
1 (2).jpg,612,412,stoplight,239,146,333,280
1 (2).jpg,612,412,stop,276,158,334,197
1 (200).jpg,2000,1331,stoplight,806,132,1119,803
1 (200).jpg,2000,1331,stop,849,144,1125,385
1 (201).jpg,434,626,stoplight,141,148,243,345
1 (201).jpg,434,626,stoplight,253,124,372,324
1 (201).jpg,434,626,stop,137,164,230,228
1 (201).jpg,434,626,go,275,233,368,306
1 (202).jpg,2000,1333,stoplight,1678,647,1804,782
1 (202).jpg,2000,1333,stoplight,1084,896,1141,957
1 (204).jpg,669,224,stoplight,365,6,485,206
1 (21).jpg,1500,1101,stoplight,191,373,431,885
1 (21).jpg,1500,1101,stoplight,427,378,706,915
1 (21).jpg,1500,1101,stop,489,418,747,570
1 (225).jpg,980,747,stoplight,393,255,486,355
1 (225).jpg,980,747,stop,420,319,468,345
1 (226).jpg,500,640,stoplight,196,138,260,258
1 (226).jpg,500,640,wait,199,185,254,218
1 (229).jpg,1280,720,stoplight,171,162,364,425
1 (229).jpg,1280,720,stoplight,893,186,1071,391
1 (229).jpg,1280,720,stoplight,1182,174,1277,408
1 (229).jpg,1280,720,go,254,322,340,394
1 (229).jpg,1280,720,go,908,327,986,401
1 (230).jpg,800,600,stoplight,290,194,367,284
1 (230).jpg,800,600,stop,293,247,324,272
1 (231).jpg,728,512,stoplight,443,108,622,461
1 (231).jpg,728,512,stoplight,608,130,728,452
1 (231).jpg,728,512,go,467,297,601,403
1 (232).jpg,1280,943,stoplight,245,68,1062,935
1 (232).jpg,1280,943,go,419,115,702,331
1 (233).jpg,4928,3264,stoplight,1381,877,2451,2912
1 (233).jpg,4928,3264,stoplight,231,937,1371,2997
1 (233).jpg,4928,3264,go,1521,2132,2411,2787
1 (234).jpg,315,442,stoplight,129,17,170,112
1 (234).jpg,315,442,wait,124,49,166,77
1 (235).jpg,300,225,stoplight,114,72,133,99
1 (235).jpg,300,225,stoplight,168,71,183,95
1 (235).jpg,300,225,stoplight,226,65,242,95
1 (235).jpg,300,225,go,119,84,133,96
1 (235).jpg,300,225,go,168,85,183,94
1 (235).jpg,300,225,go,228,81,241,92
1 (236).jpg,340,225,stoplight,64,25,93,65
1 (236).jpg,340,225,go,69,48,88,63
1 (237).jpg,1024,683,stoplight,36,226,154,447
1 (237).jpg,1024,683,stoplight,148,238,250,442
1 (237).jpg,1024,683,stop,158,241,246,309
1 (238).jpg,1024,682,stoplight,287,292,408,581
1 (238).jpg,1024,682,stoplight,389,259,544,584
1 (238).jpg,1024,682,stoplight,62,562,187,681
1 (238).jpg,1024,682,go,381,435,515,550
1 (238).jpg,1024,682,go,68,632,125,670
1 (241).jpg,1000,676,stoplight,158,61,381,591
1 (241).jpg,1000,676,stop,162,88,370,254
1 (241).jpg,1000,676,wait,162,242,384,397
1 (241).jpg,1000,676,go,155,399,381,562
1 (242).jpg,1232,821,stoplight,472,177,710,600
1 (242).jpg,1232,821,stoplight,734,229,916,545
1 (242).jpg,1232,821,stop,455,211,615,331
1 (243).jpg,800,450,stoplight,541,41,680,179
1 (243).jpg,800,450,stop,542,58,599,92
1 (244).jpg,600,419,stoplight,161,125,270,359
1 (244).jpg,600,419,stop,169,129,259,207
1 (25).jpg,1500,1101,stoplight,241,308,546,935
1 (25).jpg,1500,1101,stoplight,534,198,956,933
1 (25).jpg,1500,1101,stop,547,190,861,406
1 (250).jpg,1024,682,stoplight,436,178,631,547
1 (250).jpg,1024,682,stoplight,612,162,746,432
1 (250).jpg,1024,682,stop,611,176,735,269
1 (251).jpg,667,1000,stoplight,244,331,368,603
1 (251).jpg,667,1000,stoplight,390,321,534,618
1 (251).jpg,667,1000,stop,252,345,346,431
1 (253).jpg,268,214,stoplight,68,34,157,183
1 (254).jpg,600,419,stoplight,178,119,313,392
1 (254).jpg,600,419,stoplight,302,134,427,373
1 (254).jpg,600,419,go,171,265,272,347
1 (256).jpg,332,519,stoplight,44,81,256,447
1 (256).jpg,332,519,stop,103,109,243,219
1 (258).jpg,1280,720,stoplight,480,1,764,649
1 (258).jpg,1280,720,stoplight,771,74,1112,711
1 (258).jpg,1280,720,stop,514,43,769,251
1 (259).jpg,1500,1000,stoplight,708,325,814,562
1 (259).jpg,1500,1000,stop,722,337,813,415
1 (26).jpg,640,360,stoplight,280,32,428,343
1 (26).jpg,640,360,stop,297,41,419,141
1 (260).jpg,1500,1000,stoplight,817,296,938,536
1 (260).jpg,1500,1000,stop,834,316,914,377
1 (261).jpg,1500,1000,stoplight,151,157,681,751
1 (261).jpg,1500,1000,stop,172,231,372,425
1 (261).jpg,1500,1000,wait,428,365,641,530
1 (262).jpg,330,518,stoplight,52,145,298,396
1 (262).jpg,330,518,stop,98,164,183,228
1 (263).jpg,500,375,stoplight,215,121,265,197
1 (263).jpg,500,375,stop,219,122,261,150
1 (264).jpg,1500,1101,stoplight,1087,223,1471,650
1 (264).jpg,1500,1101,go,1121,456,1342,628
1 (267).jpg,1024,576,stoplight,451,147,547,358
1 (267).jpg,1024,576,stoplight,116,133,222,314
1 (267).jpg,1024,576,stoplight,5,149,44,262
1 (267).jpg,1024,576,stoplight,342,116,420,244
1 (267).jpg,1024,576,stop,460,170,533,231
1 (267).jpg,1024,576,stop,154,163,197,200
1 (268).jpg,718,1024,stoplight,170,16,387,414
1 (268).jpg,718,1024,stoplight,390,489,570,700
1 (268).jpg,718,1024,stop,457,525,545,582
1 (268).jpg,718,1024,go,242,203,386,328
1 (269).jpg,600,400,stoplight,360,40,477,232
1 (269).jpg,600,400,go,381,160,466,229
1 (27).jpg,462,500,stoplight,28,165,88,239
1 (270).jpg,600,400,stoplight,401,1,517,212
1 (270).jpg,600,400,stop,412,6,517,73
1 (272).jpg,450,298,stoplight,143,86,282,264
1 (272).jpg,450,298,stop,144,99,201,150
1 (28).jpg,389,480,stoplight,200,40,304,157
1 (29).jpg,151,362,stoplight,32,5,125,103
1 (296).jpg,321,390,stoplight,137,129,159,174
1 (296).jpg,321,390,stoplight,160,135,179,178
1 (296).jpg,321,390,go,140,136,159,148
1 (303).jpg,630,419,stoplight,352,155,425,301
1 (303).jpg,630,419,stoplight,424,159,504,304
1 (303).jpg,630,419,go,433,240,507,294
1 (31).jpg,2835,1267,stoplight,1,1,1298,1212
1 (31).jpg,2835,1267,stop,481,88,1022,415
1 (31).jpg,2835,1267,wait,486,380,1101,724
1 (31).jpg,2835,1267,go,486,685,1060,1035
1 (310).jpg,1300,957,stoplight,15,68,532,870
1 (310).jpg,1300,957,wait,45,311,496,672
1 (311).jpg,678,1024,stoplight,484,24,673,546
1 (311).jpg,678,1024,go,475,308,678,521
1 (312).jpg,687,1023,stoplight,410,35,610,489
1 (312).jpg,687,1023,go,422,303,628,477
1 (313).jpg,900,602,stoplight,214,160,358,518
1 (313).jpg,900,602,stop,214,168,365,285
1 (315).jpg,3840,2160,stoplight,1150,196,1366,560
1 (316).jpg,1332,850,stoplight,560,50,622,211
1 (316).jpg,1332,850,stoplight,614,61,685,208
1 (316).jpg,1332,850,stop,565,66,622,120
1 (317).jpg,1332,850,stoplight,532,85,608,231
1 (319).jpg,960,635,stoplight,602,155,735,339
1 (319).jpg,960,635,stop,615,171,715,230
1 (32).jpg,408,612,stoplight,96,172,208,395
1 (32).jpg,408,612,stoplight,225,188,317,334
1 (32).jpg,408,612,go,109,268,203,318
1 (32).jpg,408,612,stop,223,195,316,247
1 (325).jpg,800,1200,stoplight,375,274,470,396
1 (325).jpg,800,1200,wait,392,316,470,354
1 (325).jpg,800,1200,stoplight,492,636,526,678
1 (326).jpg,1200,800,stoplight,854,189,1021,403
1 (327).jpg,540,360,stoplight,80,95,143,272
1 (327).jpg,540,360,stoplight,156,94,227,267
1 (327).jpg,540,360,stop,161,99,230,157
1 (328).jpg,1600,1274,stoplight,883,38,1195,665
1 (328).jpg,1600,1274,go,953,422,1175,575
1 (329).jpg,2048,1153,stoplight,370,401,447,536
1 (329).jpg,2048,1153,stoplight,1145,205,1326,419
1 (329).jpg,2048,1153,stop,374,411,441,459
1 (329).jpg,2048,1153,stop,1189,219,1279,284
1 (330).jpg,1120,1678,stoplight,384,980,597,1411
1 (330).jpg,1120,1678,stoplight,599,1023,789,1457
1 (330).jpg,1120,1678,go,615,1282,807,1428
1 (331).jpg,1024,684,stoplight,447,208,760,517
1 (331).jpg,1024,684,stop,542,231,678,318
1 (332).jpg,509,339,stoplight,175,84,345,235
1 (332).jpg,509,339,go,222,162,289,211
1 (333).jpg,507,338,stoplight,187,65,268,230
1 (333).jpg,507,338,stoplight,267,73,341,228
1 (334).jpg,1050,700,stoplight,577,118,666,326
1 (334).jpg,1050,700,wait,570,183,666,252
1 (34).jpg,4016,6016,stoplight,739,1143,2403,3453
1 (34).jpg,4016,6016,go,1485,2498,2348,3189
1 (34).jpg,4016,6016,stop,721,1343,1603,2089
1 (36).jpg,6720,4480,stoplight,1349,996,1763,1382
1 (36).jpg,6720,4480,stoplight,4013,1075,4349,1404
1 (37).jpg,940,627,stoplight,734,113,934,370
1 (37).jpg,940,627,stop,841,157,930,216
1 (39).jpg,2048,1536,stoplight,818,217,1183,719
1 (39).jpg,2048,1536,wait,880,456,1131,563
1 (4).jpg,612,408,stoplight,46,136,156,302
1 (4).jpg,612,408,stop,74,146,158,199
1 (40).jpg,2048,1536,stoplight,818,175,1243,691
1 (40).jpg,2048,1536,wait,899,365,1206,498
1 (41).jpg,2048,1536,stoplight,857,465,1169,898
1 (41).jpg,2048,1536,stop,945,551,1108,675
1 (42).jpg,542,360,stoplight,90,86,123,143
1 (42).jpg,542,360,stoplight,252,33,275,68
1 (42).jpg,542,360,stoplight,270,29,297,67
1 (42).jpg,542,360,stop,89,94,123,111
1 (42).jpg,542,360,stop,253,39,271,53
1 (43).jpg,2048,843,stoplight,937,114,1095,264
1 (44).jpg,1200,800,stoplight,445,206,569,437
1 (44).jpg,1200,800,stoplight,549,200,678,447
1 (44).jpg,1200,800,go,569,329,678,414
1 (46).jpg,1200,743,stoplight,136,166,456,413
1 (46).jpg,1200,743,stop,216,179,343,256
1 (47).jpg,866,1390,stoplight,463,41,693,469
1 (47).jpg,866,1390,stop,504,64,682,211
1 (48).jpg,900,600,stoplight,200,120,245,204
1 (48).jpg,900,600,stoplight,240,53,302,134
1 (48).jpg,900,600,stoplight,591,217,629,274
1 (48).jpg,900,600,stoplight,684,234,723,291
1 (48).jpg,900,600,stoplight,223,239,281,321
1 (48).jpg,900,600,stoplight,421,175,458,245
1 (61).jpg,594,799,stoplight,179,206,287,368
1 (64).jpg,1000,667,stoplight,110,63,469,636
1 (64).jpg,1000,667,stoplight,452,37,745,622
1 (64).jpg,1000,667,go,497,422,733,588
1 (65).jpg,1125,2436,stoplight,220,899,368,1148
1 (65).jpg,1125,2436,go,223,1040,368,1129
1 (66).jpg,640,380,stoplight,335,32,372,118
1 (66).jpg,640,380,stoplight,180,1,226,70
1 (66).jpg,640,380,stop,337,40,373,67
1 (7).jpg,612,411,stoplight,265,109,503,318
1 (7).jpg,612,411,stop,350,111,452,175
1 (70).jpg,747,560,stoplight,117,90,406,469
1 (70).jpg,747,560,go,246,277,395,396
1 (71).jpg,465,742,stoplight,160,99,396,291
1 (71).jpg,465,742,stop,232,120,314,178
1 (72).jpg,300,300,stoplight,134,51,232,129
1 (72).jpg,300,300,stop,168,62,197,87
1 (75).jpg,980,551,stoplight,599,49,673,134
1 (75).jpg,980,551,stoplight,139,199,163,249
1 (76).jpg,600,444,stoplight,230,25,337,235
1 (76).jpg,600,444,stop,236,29,337,100
1 (76).jpg,600,444,wait,237,82,322,151
1 (76).jpg,600,444,go,228,139,332,213
1 (77).jpg,600,394,stoplight,36,84,94,233
1 (77).jpg,600,394,stoplight,101,89,170,236
1 (77).jpg,600,394,stoplight,473,179,531,306
1 (77).jpg,600,394,stoplight,523,178,589,310
1 (77).jpg,600,394,stop,472,191,524,229
1 (78).jpg,220,330,stoplight,117,37,169,132
1 (78).jpg,220,330,stoplight,63,133,111,228
1 (78).jpg,220,330,stop,127,40,165,73
1 (78).jpg,220,330,go,68,195,103,225
1 (8).jpg,479,359,stoplight,106,81,228,323
1 (8).jpg,479,359,go,111,190,234,302
1 (80).jpg,1200,900,stoplight,33,1,126,188
1 (80).jpg,1200,900,stoplight,217,299,281,386
1 (80).jpg,1200,900,stoplight,357,332,402,412
1 (80).jpg,1200,900,stoplight,909,300,961,396
1 (80).jpg,1200,900,stoplight,1050,303,1092,386
1 (81).jpg,2560,1440,stoplight,789,3,1050,506
1 (81).jpg,2560,1440,stoplight,642,32,873,506
1 (81).jpg,2560,1440,stoplight,315,1156,497,1369
1 (81).jpg,2560,1440,stoplight,1981,19,2223,340
1 (81).jpg,2560,1440,stoplight,1426,1340,1547,1440
1 (82).jpg,4272,2848,stoplight,2977,936,3703,2162
1 (82).jpg,4272,2848,stoplight,2472,1006,3103,2206
1 (82).jpg,4272,2848,stoplight,2290,1154,2716,2184
1 (84).jpg,4928,3264,stoplight,536,1382,1246,2832
1 (84).jpg,4928,3264,stoplight,1276,1392,2171,2712
1 (91).jpg,866,1390,stoplight,346,479,629,1056
1 (91).jpg,866,1390,go,335,816,587,999
1 (91).jpg,866,1390,wait,359,656,569,826
1 (91).jpg,866,1390,stop,335,492,572,660
1 (92).jpg,866,1390,stoplight,395,69,801,907
1 (92).jpg,866,1390,go,384,569,767,845
1 (93).jpg,600,419,stoplight,197,128,270,273
1 (93).jpg,600,419,stoplight,263,98,341,259
1 (93).jpg,600,419,stoplight,320,125,395,285
1 (93).jpg,600,419,go,262,194,342,252
1 (94).jpg,600,320,stoplight,114,29,212,264
1 (94).jpg,600,320,stoplight,199,35,277,264
1 (94).jpg,600,320,go,107,161,207,246
1 (94).jpg,600,320,go,201,169,283,255
1 (95).jpg,2560,1508,stoplight,1015,156,1537,1232
1 (95).jpg,2560,1508,go,1026,819,1544,1206
1 (96).jpg,640,473,stoplight,226,62,345,293
1 (96).jpg,640,473,stoplight,331,99,436,319
1 (96).jpg,640,473,stoplight,204,137,262,317
1 (97).jpg,1050,700,stoplight,377,246,498,511
1 (97).jpg,1050,700,stoplight,495,242,630,509
1 (97).jpg,1050,700,go,382,411,499,491
10_ Free Arnavutkoy & Istanbul Images - Pixabay.jpg,725,480,stoplight,494,255,503,274
10_ Free Arnavutkoy & Istanbul Images - Pixabay.jpg,725,480,stoplight,440,214,458,239
10_ Free Arnavutkoy & Istanbul Images - Pixabay.jpg,725,480,stoplight,336,217,349,236
10_ Free Arnavutkoy & Istanbul Images - Pixabay.jpg,725,480,stoplight,386,253,395,272
10_ Free Arnavutkoy & Istanbul Images - Pixabay.jpg,725,480,stoplight,291,256,304,270
10_ Free Arnavutkoy & Istanbul Images - Pixabay.jpg,725,480,go,443,225,457,236
10_ Free Arnavutkoy & Istanbul Images - Pixabay.jpg,725,480,go,491,261,504,270
2 (100).jpg,300,225,stoplight,1,53,28,114
2 (100).jpg,300,225,stoplight,216,50,241,105
2 (100).jpg,300,225,stop,1,60,17,75
2 (100).jpg,300,225,stop,221,56,237,70
2 (102).jpg,1000,751,stoplight,59,57,255,534
2 (102).jpg,1000,751,stoplight,600,474,641,539
2 (105).jpg,1344,756,stoplight,488,1,609,106
2 (105).jpg,1344,756,go,509,9,596,84
2 (106).jpg,2048,758,stoplight,697,124,941,708
2 (106).jpg,2048,758,stop,743,160,916,333
2 (106).jpg,2048,758,wait,731,331,931,497
2 (106).jpg,2048,758,go,729,506,929,677
2 (107).jpg,652,400,stoplight,159,34,337,373
2 (107).jpg,652,400,stoplight,326,48,459,280
2 (107).jpg,652,400,go,161,235,300,342
2 (107).jpg,652,400,stop,331,55,451,159
2 (108).jpg,530,530,stoplight,80,38,114,104
2 (108).jpg,530,530,stoplight,380,72,409,135
2 (108).jpg,530,530,go,84,79,110,100
2 (108).jpg,530,530,go,381,104,405,127
2 (113).jpg,748,421,stoplight,196,54,426,421
2 (113).jpg,748,421,stoplight,385,133,606,421
2 (113).jpg,748,421,stop,198,64,387,205
2 (113).jpg,748,421,go,427,237,600,384
2 (114).jpg,1280,720,stoplight,530,20,806,344
2 (114).jpg,1280,720,go,678,231,778,330
2 (114).jpg,1280,720,stop,526,73,636,162
2 (116).jpg,1200,686,stoplight,310,122,515,495
2 (116).jpg,1200,686,go,330,283,522,468
2 (116).jpg,1200,686,stop,330,146,515,300
2 (117).jpg,1920,600,stoplight,898,1,1225,523
2 (117).jpg,1920,600,go,888,272,1204,530
2 (118).jpg,639,423,stoplight,533,6,605,132
2 (118).jpg,639,423,stop,538,7,591,45
2 (118).jpg,639,423,stoplight,167,187,182,212
2 (118).jpg,639,423,stoplight,79,267,94,293
2 (118).jpg,639,423,stoplight,226,195,241,222
2 (12).jpg,641,380,stoplight,247,1,274,30
2 (12).jpg,641,380,stoplight,393,137,419,176
2 (12).jpg,641,380,stoplight,106,89,127,122
2 (12).jpg,641,380,stoplight,92,135,110,164
2 (12).jpg,641,380,stoplight,12,154,27,188
2 (12).jpg,641,380,stop,397,138,415,153
2 (13).jpg,630,340,stoplight,90,144,109,170
2 (13).jpg,630,340,stoplight,533,117,558,155
2 (132).jpg,800,450,stoplight,64,110,181,362
2 (132).jpg,800,450,stoplight,642,101,758,353
2 (133).jpg,1024,576,stoplight,676,42,984,469
2 (133).jpg,1024,576,go,712,291,946,468
2 (133).jpg,1024,576,wait,691,170,916,327
2 (133).jpg,1024,576,stop,671,57,885,191
2 (134).jpg,750,422,stoplight,193,74,588,422
2 (134).jpg,750,422,stop,221,50,577,359
2 (135).jpg,864,486,stoplight,196,3,436,486
2 (135).jpg,864,486,stoplight,562,2,800,486
2 (135).jpg,864,486,stop,212,9,436,184
2 (135).jpg,864,486,go,566,298,775,478
2 (136).jpg,1200,675,stoplight,816,6,1163,666
2 (136).jpg,1200,675,stoplight,52,21,822,675
2 (136).jpg,1200,675,stop,868,55,1102,268
2 (136).jpg,1200,675,stop,89,45,795,648
2 (137).jpg,333,240,stoplight,175,66,223,163
2 (137).jpg,333,240,stoplight,84,147,150,214
2 (137).jpg,333,240,stop,181,75,217,105
2 (137).jpg,333,240,stop,104,156,125,175
2 (14).jpg,670,1191,stoplight,158,97,339,406
2 (14).jpg,670,1191,go,201,304,318,384
2 (143).jpg,900,600,stoplight,204,135,700,600
2 (143).jpg,900,600,stop,203,229,412,414
2 (144).jpg,480,360,stoplight,160,5,333,343
2 (144).jpg,480,360,stop,187,55,314,160
2 (144).jpg,480,360,wait,185,154,301,244
2 (144).jpg,480,360,go,191,245,286,316
2 (145).jpg,4224,2376,stoplight,574,944,3314,1887
2 (145).jpg,4224,2376,stop,605,1013,1470,1822
2 (145).jpg,4224,2376,wait,1531,1026,2344,1765
2 (145).jpg,4224,2376,go,2435,1005,3196,1713
2 (146).jpg,1280,720,stoplight,418,14,902,708
2 (147).jpg,1000,1000,stoplight,251,236,331,340
2 (147).jpg,1000,1000,stoplight,629,227,707,340
2 (147).jpg,1000,1000,wait,266,236,322,269
2 (147).jpg,1000,1000,wait,643,260,697,290
2 (148).jpg,1024,576,stoplight,394,38,618,532
2 (148).jpg,1024,576,stop,393,58,596,227
2 (148).jpg,1024,576,wait,396,213,602,357
2 (148).jpg,1024,576,go,398,362,600,503
2 (149).jpg,470,293,stoplight,228,1,345,158
2 (149).jpg,470,293,stoplight,335,43,385,112
2 (149).jpg,470,293,stoplight,398,15,470,98
2 (15).jpg,1060,795,stoplight,367,11,787,784
2 (15).jpg,1060,795,stoplight,6,11,363,795
2 (15).jpg,1060,795,go,375,391,776,769
2 (150).jpg,800,600,stoplight,506,155,704,600
2 (151).jpg,620,344,stoplight,375,13,445,152
2 (151).jpg,620,344,stoplight,264,199,297,249
2 (151).jpg,620,344,stoplight,121,249,139,276
2 (152).jpg,1200,798,stoplight,718,105,845,306
2 (152).jpg,1200,798,wait,730,124,830,215
2 (153).jpg,1200,676,stoplight,302,7,893,666
2 (153).jpg,1200,676,go,507,432,695,573
